20190105T053219_20190105T053603_T43RFM_ndvi,20190105T053219_20190105T053603_T43RFN_ndvi,20190105T053219_20190105T053603_T43RGM_ndvi,20190105T053219_20190105T053603_T43RGN_ndvi,20190110T053211_20190110T053252_T43RGM_ndvi,20190120T053131_20190120T053630_T43RFM_ndvi,20190125T053109_20190125T053305_T43RFM_ndvi,20190125T053109_20190125T053305_T43RFN_ndvi,20190125T053109_20190125T053305_T43RGM_ndvi,20190125T053109_20190125T053305_T43RGN_ndvi,20190204T053029_20190204T053148_T43RFM_ndvi,20190209T052951_20190209T053532_T43RFM_ndvi,20190209T052951_20190209T053532_T43RFN_ndvi,20190209T052951_20190209T053532_T43RGM_ndvi,20190209T052951_20190209T053532_T43RGN_ndvi,20190219T052851_20190219T053948_T43RFM_ndvi,20190224T052819_20190224T053649_T43RFM_ndvi,20190224T052819_20190224T053649_T43RFN_ndvi,20190224T052819_20190224T053649_T43RGM_ndvi,20190224T052819_20190224T053649_T43RGN_ndvi,20190301T052741_20190301T053122_T43RFM_ndvi,20190301T052741_20190301T053122_T43RFN_ndvi,20190301T052741_20190301T053122_T43RGM_ndvi,20190301T052741_20190301T053122_T43RGN_ndvi,20190306T052709_20190306T053522_T43RFM_ndvi,20190306T052709_20190306T053522_T43RFN_ndvi,20190306T052709_20190306T053522_T43RGM_ndvi,20190306T052709_20190306T053522_T43RGN_ndvi,20190311T052641_20190311T053430_T43RFM_ndvi,20190311T052641_20190311T053430_T43RGM_ndvi,20190311T052641_20190311T053430_T43RGN_ndvi,20190316T052649_20190316T053602_T43RFM_ndvi,20190316T052649_20190316T053602_T43RGM_ndvi,20190321T052641_20190321T053954_T43RFM_ndvi,20190321T052641_20190321T053954_T43RFN_ndvi,20190321T052641_20190321T053954_T43RGM_ndvi,20190321T052641_20190321T053954_T43RGN_ndvi,20190326T052649_20190326T053240_T43RFM_ndvi,20190326T052649_20190326T053240_T43RFN_ndvi,20190326T052649_20190326T053240_T43RGM_ndvi,20190326T052649_20190326T053240_T43RGN_ndvi,20190331T052651_20190331T054003_T43RFM_ndvi,20190331T052651_20190331T054003_T43RFN_ndvi,20190331T052651_20190331T054003_T43RGM_ndvi,20190331T052651_20190331T054003_T43RGN_ndvi,20190405T052649_20190405T053116_T43RFM_ndvi,20190405T052649_20190405T053116_T43RFN_ndvi,20190405T052649_20190405T053116_T43RGM_ndvi,20190405T052649_20190405T053116_T43RGN_ndvi,20190410T052651_20190410T053132_T43RFM_ndvi,20190410T052651_20190410T053132_T43RFN_ndvi,20190410T052651_20190410T053132_T43RGM_ndvi,20190410T052651_20190410T053132_T43RGN_ndvi,20190415T052649_20190415T053628_T43RFN_ndvi,20190415T052649_20190415T053628_T43RGM_ndvi,20190415T052649_20190415T053628_T43RGN_ndvi,20190420T052651_20190420T053525_T43RFM_ndvi,20190420T052651_20190420T053525_T43RFN_ndvi,20190420T052651_20190420T053525_T43RGM_ndvi,20190420T052651_20190420T053525_T43RGN_ndvi,20190425T052649_20190425T053709_T43RFM_ndvi,20190425T052649_20190425T053709_T43RGM_ndvi,20190425T052649_20190425T053709_T43RGN_ndvi,20190430T052651_20190430T052819_T43RFM_ndvi,20190430T052651_20190430T052819_T43RFN_ndvi,20190430T052651_20190430T052819_T43RGM_ndvi,20190430T052651_20190430T052819_T43RGN_ndvi,20190505T052659_20190505T053758_T43RFM_ndvi,20190505T052659_20190505T053758_T43RFN_ndvi,20190505T052659_20190505T053758_T43RGM_ndvi,20190505T052659_20190505T053758_T43RGN_ndvi,20190510T052651_20190510T053439_T43RFM_ndvi,20190510T052651_20190510T053439_T43RFN_ndvi,20190510T052651_20190510T053439_T43RGM_ndvi,20190510T052651_20190510T053439_T43RGN_ndvi,20190520T052651_20190520T052743_T43RGM_ndvi,20190520T052651_20190520T052743_T43RGN_ndvi,20190525T052659_20190525T053718_T43RFM_ndvi,20190525T052659_20190525T053718_T43RFN_ndvi,20190525T052659_20190525T053718_T43RGM_ndvi,20190525T052659_20190525T053718_T43RGN_ndvi,20190530T052651_20190530T053614_T43RFM_ndvi,20190530T052651_20190530T053614_T43RFN_ndvi,20190530T052651_20190530T053614_T43RGM_ndvi,20190530T052651_20190530T053614_T43RGN_ndvi,20190604T052659_20190604T053306_T43RFM_ndvi,20190604T052659_20190604T053306_T43RFN_ndvi,20190604T052659_20190604T053306_T43RGM_ndvi,20190604T052659_20190604T053306_T43RGN_ndvi,20190609T052651_20190609T053350_T43RFM_ndvi,20190609T052651_20190609T053350_T43RFN_ndvi,20190609T052651_20190609T053350_T43RGM_ndvi,20190609T052651_20190609T053350_T43RGN_ndvi,20190614T052659_20190614T053710_T43RFM_ndvi,20190614T052659_20190614T053710_T43RFN_ndvi,20190614T052659_20190614T053710_T43RGM_ndvi,20190614T052659_20190614T053710_T43RGN_ndvi,20190619T052651_20190619T053927_T43RFM_ndvi,20190619T052651_20190619T053927_T43RFN_ndvi,20190619T052651_20190619T053927_T43RGM_ndvi,20190619T052651_20190619T053927_T43RGN_ndvi,20190629T052651_20190629T052824_T43RFM_ndvi,20190629T052651_20190629T052824_T43RFN_ndvi,20190629T052651_20190629T052824_T43RGM_ndvi,20190629T052651_20190629T052824_T43RGN_ndvi,20190714T052659_20190714T053714_T43RFM_ndvi,20190714T052659_20190714T053714_T43RGM_ndvi,20190719T052651_20190719T052651_T43RFM_ndvi,20190719T052651_20190719T052651_T43RFN_ndvi,20190719T052651_20190719T052651_T43RGM_ndvi,20190729T052651_20190729T052842_T43RGN_ndvi,20190808T052651_20190808T053352_T43RGM_ndvi,20190813T052649_20190813T053452_T43RFN_ndvi,20190823T052649_20190823T053454_T43RFM_ndvi,20190823T052649_20190823T053454_T43RFN_ndvi,20190823T052649_20190823T053454_T43RGM_ndvi,20190823T052649_20190823T053454_T43RGN_ndvi,20190828T052651_20190828T054022_T43RFM_ndvi,20190828T052651_20190828T054022_T43RFN_ndvi,20190828T052651_20190828T054022_T43RGM_ndvi,20190828T052651_20190828T054022_T43RGN_ndvi,20190902T052649_20190902T053329_T43RFN_ndvi,20190902T052649_20190902T053329_T43RGM_ndvi,20190902T052649_20190902T053329_T43RGN_ndvi,20190912T052649_20190912T053131_T43RFM_ndvi,20190917T052651_20190917T053926_T43RFM_ndvi,20190917T052651_20190917T053926_T43RFN_ndvi,20191002T052649_20191002T053801_T43RFM_ndvi,20191002T052649_20191002T053801_T43RFN_ndvi,20191002T052649_20191002T053801_T43RGM_ndvi,20191002T052649_20191002T053801_T43RGN_ndvi,20191012T052739_20191012T053314_T43RFM_ndvi,20191012T052739_20191012T053314_T43RFN_ndvi,20191012T052739_20191012T053314_T43RGM_ndvi,20191012T052739_20191012T053314_T43RGN_ndvi,20191017T052821_20191017T053726_T43RFM_ndvi,20191017T052821_20191017T053726_T43RFN_ndvi,20191017T052821_20191017T053726_T43RGM_ndvi,20191017T052821_20191017T053726_T43RGN_ndvi,20191022T052849_20191022T053557_T43RFN_ndvi,20191022T052849_20191022T053557_T43RGN_ndvi,20191027T052921_20191027T053340_T43RFM_ndvi,20191027T052921_20191027T053340_T43RFN_ndvi,20191027T052921_20191027T053340_T43RGM_ndvi,20191027T052921_20191027T053340_T43RGN_ndvi,20191101T052949_20191101T052948_T43RGM_ndvi,20191101T052949_20191101T052948_T43RGN_ndvi,20191106T053021_20191106T053455_T43RFM_ndvi,20191106T053021_20191106T053455_T43RFN_ndvi,20191106T053021_20191106T053455_T43RGN_ndvi,20191111T053039_20191111T053120_T43RFM_ndvi,20191111T053039_20191111T053120_T43RGM_ndvi,20191116T053111_20191116T053812_T43RFM_ndvi,20191116T053111_20191116T053812_T43RFN_ndvi,20191116T053111_20191116T053812_T43RGM_ndvi,20191116T053111_20191116T053812_T43RGN_ndvi,20191121T053129_20191121T053334_T43RFN_ndvi,20191201T053159_20191201T053635_T43RFM_ndvi,20191201T053159_20191201T053635_T43RFN_ndvi,20191201T053159_20191201T053635_T43RGM_ndvi,20191201T053159_20191201T053635_T43RGN_ndvi,20191206T053211_20191206T053823_T43RGM_ndvi,20191211T053219_20191211T053623_T43RFN_ndvi,20191211T053219_20191211T053623_T43RGN_ndvi,20191231T053229_20191231T053726_T43RGM_ndvi,20191231T053229_20191231T053726_T43RGN_ndvi,dtname,State_LGD,Dist_LGD,system:index,stname
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dadra & Nagar Haveli,38.0,465.0,000000000000000000ae,DADRA & NAGAR HAVELI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daman,38.0,463.0,000000000000000000af,DAMAN & DIU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diu,38.0,464.0,000000000000000000b0,DAMAN & DIU
0.1468232978790711,0.1607996473211167,0.12136303522817106,0.17118641967308126,0.19174556510425006,0.2589318434872824,0.22553487630249816,0.2551257655597169,0.2093702754230826,0.2611957187556985,0.17685494771534194,0.36780401853570405,0.42750278908426814,0.32652975741634305,0.42984482492362613,0.22131892918135748,0.37411290206484993,0.43518408507842093,0.3073135308477237,0.4088823102970988,0.3878135403765981,0.44836060115769033,0.34731753280702077,0.4453879145105589,0.3717631802931745,0.43847288220347447,0.3322712897349785,0.4331088867355763,0.30970236695557485,0.27455898199294304,0.34037360774920483,0.4005333085094788,0.3451168922506449,0.29248944240136593,0.3520781412396966,0.2592188243133483,0.34899626268032585,0.32327226962623923,0.3744660933221358,0.2987486373389538,0.36802811973777616,0.3032911875519717,0.34759266553542745,0.28562268455331774,0.34197251910067833,0.19763536618599808,0.2304087889329313,0.1898501993629889,0.22797945764352556,0.19006365208692033,0.20656136774994874,0.19377121357656815,0.20946796860378655,0.18642442107235502,0.18596751307608167,0.19110867627637826,0.16060266553701444,0.16023201989551708,0.1585593780225548,0.15896504355054614,0.12660896845274275,0.12911830153649387,0.13048290381518104,0.13883836130709137,0.1383129925087699,0.14508421712479094,0.14391497925782207,0.1658522990267336,0.16320420317992665,0.17266521365248869,0.17102116512946097,0.12294903304986925,0.11687503668984182,0.12917219734527674,0.12435093533251,0.16765001158527748,0.14564713536261692,0.18749937301670452,0.16328464933388803,0.19378678450044795,0.17024505784370203,0.16943072168834575,0.1500414369638513,0.17379753716001045,0.156671351298769,0.13309149544218038,0.11741162027635167,0.13657709417953268,0.12575513124581433,0.15066447630717422,0.13842228960939632,0.15659563262853732,0.15031151289310973,0.15820641051985418,0.14646117322713184,0.15969324455415657,0.1545929556292874,0.17215003839329213,0.16238282362283732,0.17448802899250226,0.17460465974945735,0.14878959262823965,0.1429227562359367,0.15159666843472616,0.15799110394619958,0.0941879685744576,0.09230286782214997,0.14311139704254225,0.1026794832649454,0.1433192969209585,0.24493027098217546,0.29961984871237374,0.23059522900153281,0.32361129033080555,0.3606700629600471,0.28402703249642786,0.33886426834349315,0.3109057140777437,0.32486619427960445,0.2954638764864195,0.3311946543187116,0.3432108635171177,0.30588675600519855,0.34257659458495615,0.23424771630515764,0.27026232373512155,0.30217458060902397,0.22206584154855885,0.2580746860151106,0.20771000207449875,0.24611503863294137,0.2368821236855045,0.24608981387432513,0.2289672543823206,0.23848556083376596,0.1564810292240193,0.17754691364125383,0.15756375980667373,0.1794076916967677,0.2350923177406108,0.20711583881881823,0.16394956318105372,0.1726914114103683,0.1593517291496222,0.1641066019975966,0.04220595610584813,0.09254558496795075,0.14768632424341732,0.13145216237413646,0.12271057996599884,0.07839414176588087,0.07251986594835527,0.14866307342817145,0.1391523555506538,0.14687690288652808,0.14078276991047636,0.110958040567988,0.1612946816935031,0.15687061950905198,0.1594394812785768,0.16989925501053402,0.12941422413914874,0.03879980145307173,0.04189686628138982,0.09109839336303241,0.14486960719128938,North,7.0,80.0,000000000000000000b1,DELHI
,,0.04194741208748251,,0.09183073974704746,,,,0.11768550663681998,,,,,0.17099817740614692,,,,,0.15306860860667904,,,,0.18719325904887824,,,,0.17964125584486693,,,0.15354673678409314,,,0.2017566945400562,,,0.15754844966967343,,,,0.1926506254424387,,,,0.19812561676127088,,,,0.14957656753880477,,,,0.1642149057601948,,,0.1658114722500631,,,,,,,0.11071243255463026,,,,0.128784076820284,,,,0.15918931779039855,,,,0.12400924603652969,,0.16373015359685925,,,,0.1739844564230144,,,,0.15932670074789784,,,,0.1268348240771643,,,,0.1455743823702698,,,,0.14710146705288132,,,,0.14088281524342836,,,,0.1409605874083423,,,0.08012364989467853,,,0.13257758148196117,,0.24567009133821233,,,,0.11916237448691461,,,,0.09794928663863268,,,0.14412269758510954,,,,,,,0.08307353701293689,,,,0.17110002106071207,,,,0.11115728445648002,,,,,,0.09876310687798481,,0.024461098654853953,,,,,,0.03451811923245665,,,0.11079874286449205,,,,,0.11532596881502491,,0.11942650000588198,,,0.06213478122704779,,North East,7.0,81.0,000000000000000000b2,DELHI
0.060588253069231754,,0.03455108035874481,,0.09382914991259175,0.1174159635231885,0.0841306494533182,,0.058626948512009606,,0.10638334944036876,0.18412471288866344,,0.14207011570360184,,0.11054803074680136,0.16272747915438351,,0.12050836093101483,,0.1848647234430599,,0.14473147450501625,,0.1777859746349685,,0.13807190904349415,,0.13315345709893406,0.09425243900714698,,0.1867194186196964,0.1335567424830432,0.13847829546387505,,0.10595502851580273,,0.17379259268079988,,0.14401682884058414,,0.1854289450931537,,0.1575719562293539,,0.13607603594118767,,0.11335480654844277,,0.15309118690296017,,0.13634987487657885,,,0.14945134934574647,,0.16033629434601554,,0.15213773581091536,,0.12267047892608225,0.10981801632778428,,0.13797516187469314,,0.1255795888470954,,0.17284818057256637,,0.16123429660319008,,0.13177316945177597,,0.12109475860262325,,0.15572323777968805,,0.1886966435639192,,0.17345538381247683,,0.1700262013942871,,0.1532285531124584,,0.13348878826486454,,0.11533379440435507,,0.14565356558265732,,0.1333315304698981,,0.15909727822735192,,0.1443414922867215,,0.1500572307849264,,0.13174961839501392,,0.13438137793381738,,0.12310924445388029,,0.06989694157248051,0.06019365250909285,0.10632749462065137,,0.09820025529418887,,0.24010295510904578,,0.17544836879682482,,0.13769895954837647,,0.17843347641605778,,0.1465567009984408,,,0.14719819536578876,,0.1562693024664688,0.10265742348110264,,0.11721345438246107,,0.08416994437848285,,0.1661089591399795,,0.14605598094960837,,0.12230627240929837,,0.10969584743322498,,,,0.14222607229327294,,0.13595916537966757,,0.020422083645220378,,0.15174537850351383,,,0.05086320171699825,0.04096865705778113,0.11568863761228393,,0.10905095995265685,,,0.13959468946303397,,0.1310836011228315,,0.09102664345901759,,,0.06353465632461035,,West,7.0,85.0,000000000000000000b3,DELHI
,,0.058580457844609725,,0.12058622312770229,,,,0.11927484661757741,,,,,0.17124243647593254,,,,,0.1686288976330229,,,,0.1805833705799332,,,,0.16270415831923102,,,0.13568219656936423,,,0.1781857569087294,,,0.13419807370548914,,,,0.16790625916423474,,,,0.17213863215809314,,,,0.1436062156436856,,,,0.1674921261846528,,,0.1801177399398054,,,,0.18296471427658512,,,0.12752574594682825,,,,0.14892091793717624,,,,0.18644515439719755,,,,0.14582491501520234,,0.1878292892116734,,,,0.20279771485299083,,,,0.1782892776637883,,,,0.14764325105618326,,,,0.15304226933360282,,,,0.17047670007408094,,,,0.15906835261366928,,,,0.15264776366435057,,,0.06667626037942641,,,0.14563241939141194,,0.26087982472256543,,,,0.12647761420494436,,,,0.18598059627141755,,,0.11339020183603266,,,,,,,0.08532681067554947,,,,0.169505942393197,,,,0.1390755046821029,,,,,,0.13672141129824308,,0.007081338225639553,,,,,,0.042447917886771644,,,0.1571796257550308,,,,,0.14651204270948356,,0.12496225541562454,,,0.09015143246945048,,East,7.0,78.0,000000000000000000b4,DELHI
0.23042447533844218,,0.07383831883477966,,0.13909615695302557,0.33874922007308456,0.20954129994143683,,0.10101503423696799,,0.10754514015226878,0.39609122337964253,,0.1788191576221708,,0.29641496446004906,0.3716615842332727,,0.17112508026922973,,0.3766640478861975,,0.18712027965045272,,0.3609643025507499,,0.18302934271714585,,0.2800593065089974,0.14110776428497646,,0.3400343744714034,0.2316965983863418,0.25965288326314323,,0.1403299908192882,,0.2777868459620263,,0.18136258598330798,,0.26345780815563846,,0.15993438040883612,,0.1939583944466261,,0.15185222822862435,,0.17890752031840831,,0.1742079779558671,,,0.17378982150960157,,0.16870773372605408,,0.19567135651048073,,0.13172378439688673,0.1437301771974971,,0.14568870544632267,,0.1618093783824032,,0.17777276113262774,,0.20420190193585583,,0.13450800215487088,,0.1542284026114439,,0.18103750794070123,,0.16410468295858918,,0.20162399236091633,,0.1527827045789601,,0.17715568060369005,,0.12332579160149347,,0.14253114948032727,,0.14507524976912872,,0.16824783247363262,,0.1478028789770261,,0.17102211787996568,,0.13229449886004463,,0.15171838850409777,,0.1197604151859081,,0.13947733491300618,,0.10766062964456917,0.09232286076454188,0.175778418021404,,0.08904085653178513,,0.2335105508262614,,0.35347297583413917,,0.2620742012620804,,0.28067391079611015,,0.21370584295794876,,,0.07200979205285084,,0.22437176059459144,0.2757237677830348,,0.22225155093191565,,0.17989543773882022,,0.22749045815354157,,0.20799466003972458,,0.18304482000425917,,0.15004612386297073,,,,0.18968891866142526,,0.16440330056603586,,0.00342492987270253,,0.21671126012092576,,,0.11342743437383705,0.08594243306436103,0.18613139374464086,,0.1491873905419053,,,0.24806112047416426,,0.17448232372658093,,0.1154840139336966,,,0.10230307495863553,,South West,7.0,84.0,000000000000000000b5,DELHI
,,0.07399564362582517,,0.13111134418945952,,,,0.16105819930903784,,,,,0.2283202749530345,,,,,0.2197066216019191,,,,0.23999096376136794,,,,0.22979031056905097,,,0.19050051506573804,,,0.24765522720735852,,,0.1931113137952562,,,,0.227004614502087,,,,0.23170756818902247,,,,0.1816359158444116,,,,0.19664757935822094,,,0.20895126925181084,,,,0.1802082870314503,,,0.14782238346827573,,,,0.17225612390103656,,,,0.20719386797305328,,,,0.16259252296094587,,0.21116499125712074,,,,0.23198110147161305,,,,0.2068222490209063,,,,0.1698906527572486,,,,0.18731670964230554,,,,0.19518789223930555,,,,0.19843941427123563,,,,0.1816224617318672,,,0.09779513400723443,,,0.16704653171981607,,0.3190510931720433,,,,0.15165495343016938,,,,0.16950801653445224,,,0.17266850066494133,,,,,,,0.145175736683804,,,,0.23242925009856594,,,,0.1561499402857189,,,,,,0.15993716527165802,,0.04324404083350533,,,,,,0.058418489079406784,,,0.15674512590187026,,,,,0.16501332339016014,,0.13586635149109766,,,0.09587161965594121,,Central,7.0,77.0,000000000000000000b6,DELHI
0.09680645281000792,,0.11111608527181488,,0.19985225615934646,0.14772591248212608,0.12550623629812496,,0.14674507016606433,,0.1727164444370393,0.20699050709759878,,0.23977343201886164,,0.126993199789737,0.1952262743266539,,0.21856935234982564,,0.2278311261826935,,0.2562249430490342,,0.22526358546833147,,0.24975040596772147,,0.17134339821576502,0.1841120535743376,,0.2618013664638561,0.2773419456057862,0.1740541561126563,,0.19943948854406135,,0.2184910893566132,,0.24769917895131321,,0.2123523938757039,,0.2523820349803635,,0.1729404357287863,,0.1950226658277435,,0.20007066897928888,,0.2329784658360767,,,0.2494010732411301,,0.2107571047718367,,0.2292106554517425,,0.15896028218400807,0.18551942312179387,,0.17702406129715054,,0.2078660989477823,,0.22283610779954174,,0.26290526735872155,,0.17052908229756258,,0.2032869652356875,,0.2504082849137794,,0.2252454135185424,,0.27726171903769026,,0.19612475338498103,,0.23751478292185657,,0.15852097345883703,,0.19980273893156023,,0.17650515599556008,,0.20225203928715485,,0.18279567701600408,,0.22608584110838473,,0.16575826912772793,,0.21314083427146105,,0.1531374797268903,,0.19729584447656326,,0.09339096325538411,0.11016746791218905,0.12982783689603186,,0.1848329341761619,,0.4162799401484019,,0.3069380248218115,,0.31518702268170035,,0.29993881861427185,,0.31758619324634324,,,0.1733967259086525,,0.2315389212709216,0.24431081029897983,,0.2180955322484001,,0.23314136177596478,,0.28102273930667976,,0.2980908802458685,,0.22116037009251763,,0.2453047726139889,,,,0.2279762724394747,,0.257597422865481,,0.08579960336830364,,0.2480275507322273,,,0.12102566567739509,0.13220888688730972,0.211285887918702,,0.24778806994627564,,,0.21292537284775576,,0.24121128625497973,,0.16579402640078691,,,0.14496919391899113,,New Delhi,7.0,79.0,000000000000000000b7,DELHI
0.1483993825481176,,0.15051132777990317,,0.21255413068976226,0.20605811110968547,0.1535734140350914,,0.18725725092897483,,0.20327225703992105,0.2199802491421156,,0.253847336127214,,0.14352142229433404,0.22234888392816485,,0.24379433348222873,,0.24245967350583386,,0.277271673374507,,0.2506801075733962,,0.28040822616866706,,0.20667707084017492,0.22243008027170968,,0.26332272457024963,0.27922192391190864,0.17189094362783322,,0.19403013053451307,,0.2592987463893146,,0.2678873106493838,,0.288032005695753,,0.2618383669028814,,0.21952422218610604,,0.21815059637925036,,0.22142082599092036,,0.2399968058465484,,,0.2370520632595442,,0.22284497640233458,,0.23425070351407115,,0.17516900136891972,0.18666410760775462,,0.19025909668843385,,0.21057140073105246,,0.22722868850655958,,0.25858112304233694,,0.1761405699416547,,0.1996940555157385,,0.23798776970168292,,0.21961889327122117,,0.25277919651799746,,0.1947815437526341,,0.22437025642629493,,0.16227642786399027,,0.18722717597191973,,0.18002551512947718,,0.20294772702844088,,0.1757718446831083,,0.21169977622199526,,0.13962460236417706,,0.18913846006563462,,0.15372118413130856,,0.18496117024864459,,0.12158636490986846,0.15627147310032355,0.1359029138443675,,0.22022267962255682,,0.4788335445097395,,0.4079027270764082,,0.38651108278977725,,0.45673880533182476,,0.4302920395166412,,,0.4020340116111773,,0.347330023542965,0.35693506530666264,,0.28259040397270885,,0.2538373712223547,,0.3965266023631781,,0.33634070025322305,,0.28878441687102596,,0.25948353672735563,,,,0.282231796741049,,0.2610524928472765,,0.07277241203211947,,0.32666763808733984,,,0.1873653422553152,0.14733889258611574,0.2934324774045928,,0.27705090119671405,,,0.2789946853090065,,0.2723179496087121,,0.1899454568770798,,,0.16463262979772705,,South,7.0,83.0,000000000000000000b8,DELHI
,,0.006121437266546803,,0.06030151438934638,,,,0.06402933648318232,,,,,0.1032400082614981,,,,,0.09040625802616474,,,,0.11126944993397686,,,,0.09858794288745155,,,0.0753973556293198,,,0.10796336451975201,,,0.07738109357055055,,,,0.09960676957663446,,,,0.103155875350639,,,,0.07188107934154225,,,,0.09805585337909618,,,0.10486831619381251,,,,0.1264463655797416,,,0.06518100792176403,,,,0.08290327862849334,,,,0.1115837044736772,,,,0.08221415064662481,,0.11288528253098729,,,,0.12113611929515254,,,,0.10955345743568508,,,,0.08233418148059832,,,,0.09435744824009208,,,,0.09833751001621384,,,,0.08272728058953613,,,,0.08276404337234423,,,0.034831272501837846,,,0.04916420637476518,,0.1564392416513119,,,,0.08650088160554238,,,,0.11162982659449705,,,0.09919844681202822,,,,,,,0.0381573083912674,,,,0.11417512531830813,,,,0.07389675006965568,,,,,,0.06314826688290319,,-0.018941272184987715,,,,,,0.004121613996759764,,,0.0839119842679517,,,,,0.08725448352540842,,0.06522133096840509,,,0.038792738114098085,,Shahdara,7.0,671.0,000000000000000000b9,DELHI
,,0.07786530449449144,,0.1540606259225309,,,,0.13035508861675849,,,,,0.19474461739684612,,,,,0.19033375661910895,,,,0.21300320008498927,,,,0.20918699654199138,,,0.17130447422354123,,,0.24689890278128263,,,0.16752739991470292,,,,0.20926391814007383,,,,0.2115183426151305,,,,0.1729413127377318,,,,0.20299600976927987,,,0.20936779932246305,,,,0.2000639752579141,,,0.15125528934538116,,,,0.18222280304383867,,,,0.22823300453538894,,,,0.17896248518547148,,0.21882662465204042,,,,0.2307436373780274,,,,0.20598083098338937,,,,0.17052582032343383,,,,0.1758876874724654,,,,0.19598663826027782,,,,0.15971087782323778,,,,0.17292767658629346,,,0.09744079986657349,,,0.1881906064098396,,0.3339307570693587,,,,0.19042156217388093,,,,0.24924836836614936,,,0.21845221953763452,,,,,,,0.17816719361372987,,,,0.2077782039547316,,,,0.17866940454648222,,,,,,0.1727964683537104,,0.019182891239168876,,,,,,0.0535919027824606,,,0.18880416299570066,,,,,0.18256213987891978,,0.13162398704335737,,,0.11352429160833728,,South East,7.0,670.0,000000000000000000ba,DELHI
0.1764089694222611,,0.03941737286270938,,0.09672020350227163,0.26030457139257185,0.16953881543102373,,0.07656667655990598,,0.19910632815873106,0.3529785430073426,,0.14783308942534257,,0.24730108190036304,0.33975474826097735,,0.1301768849659095,,0.3593349874607939,,0.15967679870242665,,0.33711787741333415,,0.14526969970010134,,0.2663120074093351,0.11299795975093946,,0.3494152224862378,0.15199961716591168,0.25460316268591476,,0.1183526641350995,,0.27640607889803975,,0.14997241106559261,,0.25631418729016875,,0.15900850197852248,,0.17156278354477855,,0.11809883586507836,,0.1634392418459273,,0.13975826483255205,,,0.15074782545019463,,0.14581044363734244,,0.15356914088848234,,0.11407074779528324,0.11108851513669402,,0.12616534501753435,,0.1283095368322107,,0.15366823959043938,,0.16447955616509644,,0.11636011720953941,,0.12389266828857505,,0.16357933509794623,,0.15708645878503125,,0.18896001921449385,,0.147509610308041,,0.17020495098830152,,0.11472116865967336,,0.1253689622933359,,0.12970843606373483,,0.14514994626594366,,0.13768068326184724,,0.15174446965675426,,0.13744104301126125,,0.14682095458080666,,0.12092434001893192,,0.1295060677577556,,0.05345592160425717,0.04535469055746334,0.08152673054650175,,0.11085867287300451,,0.24247306653655892,,0.26440421804639647,,0.16897095203993978,,0.196743998289853,,0.1426607784128935,,,0.15526685225781386,,0.1472471101752047,0.12355645318119567,,0.12356264476684915,,0.09232474045083926,,0.16167991059232573,,0.15471781285919045,,0.12187396605663413,,0.10777108883391032,,,,0.13718785780767592,,0.1262427169277766,,0.017098317767090726,,0.1545881104199283,,,0.0627410069698659,0.04093049365758109,0.13896799610427,,0.11466043871683948,,,0.1642687479054322,,0.12430040192404906,,0.09119057015300615,,,0.05986144362528036,,North West,7.0,82.0,000000000000000000bb,DELHI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Goa,30.0,551.0,000000000000000000bc,GOA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Goa,30.0,552.0,000000000000000000bd,GOA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valsad,24.0,462.0,000000000000000000be,GUJARAT
